timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1692790968.022179,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.00010135769844055176,1.0,0.0,0.0,0.0,0.0,0.0,-0.0006014650571160018
1692790968.054416,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.85860824584961e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.00016797673015389591
1692790968.0908346,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.578466415405273e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0001647893077461049
1692790968.1226997,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.566545486450195e-05,1.0,0.0,0.0,0.0,0.0,0.0,-7.224805358418962e-06
1692790968.1532958,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,8.732080459594727e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0005057363887317479
1692790968.186629,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,8.925795555114746e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.00011740309128072113
1692790968.220317,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.92119312286377e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0006032712408341467
1692790968.2529998,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.751319885253906e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0001029534760164097
1692790968.286587,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.00010120868682861328,1.0,0.0,0.0,0.0,0.0,0.0,0.00022396896383725107
1692790968.3291323,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.0001010894775390625,1.0,0.0,0.0,0.0,0.0,0.0,-7.224805358418962e-06
1692790968.3731294,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.00010502338409423828,1.0,0.0,0.0,0.0,0.0,0.0,0.00023140627308748662
1692790968.4171877,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.0001023411750793457,1.0,0.0,0.0,0.0,0.0,0.0,-0.00016255812079180032
1692790968.4611826,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.813904762268066e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0002546743780840188
1692790968.461233,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.00010004639625549316,1.0,0.0,0.0,0.0,0.0,0.0,0.00011559688573470339
1692790968.505203,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,0.00011205673217773438,1.0,0.0,0.0,0.0,0.0,0.0,0.0007278991397470236
1692790968.5184517,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.909272193908691e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0007856976008042693
1692790968.5611162,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.632110595703125e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.00016797673015389591
1692790968.605167,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,9.28044319152832e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0002131317596649751
1692790968.6492183,-4.76333599300216e-13,8.75005970457643e-11,0.0,0.0,0.0,8.815526962280273e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0002817674248944968
1692790968.6931458,-2.531068639655132e-05,-4.570408496107348e-09,0.0,0.0,0.0,9.587407112121582e-05,1.0,-0.0007669904734939337,0.0,0.0,0.0,0.0,0.00046780615230090916
1692790968.6931996,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.53972339630127e-05,1.0,0.0007444319780915976,0.0,0.0,0.0,0.0,-2.804924406518694e-05
1692790968.7372367,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.739398956298828e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.00012101548782084137
1692790968.7507122,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.846687316894531e-05,1.0,0.0,0.0,0.0,0.0,0.0,6.50232468615286e-05
1692790968.7931516,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.557604789733887e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.00017520153778605163
1692790968.8371909,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.757280349731445e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.00012101548782084137
1692790968.8813224,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.933114051818848e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.00010656587983248755
1692790968.9251654,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.036064147949219e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0005436665960587561
1692790968.9252,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.387731552124023e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0002068631729343906
1692790968.9691458,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.933114051818848e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.00033053485094569623
1692790968.9839323,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.867548942565918e-05,1.0,0.0,0.0,0.0,0.0,0.0,-3.973643106292002e-05
1692790969.025125,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010377168655395508,1.0,0.0,0.0,0.0,0.0,0.0,0.0003088604426011443
1692790969.0693505,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010451674461364746,1.0,0.0,0.0,0.0,0.0,0.0,4.5155033149058e-05
1692790969.11397,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00011056661605834961,1.0,0.0,0.0,0.0,0.0,0.0,0.0003666588745545596
1692790969.1571548,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010460615158081055,1.0,0.0,0.0,0.0,0.0,0.0,-0.000361240265192464
1692790969.1572363,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010910630226135254,1.0,0.0,0.0,0.0,0.0,0.0,0.00027273641899228096
1692790969.2011771,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.0001036524772644043,1.0,0.0,0.0,0.0,0.0,0.0,-0.00032081324025057256
1692790969.2156324,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010636448860168457,1.0,0.0,0.0,0.0,0.0,0.0,0.00016436431906186044
1692790969.2571313,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010335445404052734,1.0,0.0,0.0,0.0,0.0,0.0,-0.00018242633086629212
1692790969.3011642,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010210275650024414,1.0,0.0,0.0,0.0,0.0,0.0,-7.586045830976218e-05
1692790969.3451777,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,9.965896606445312e-05,1.0,0.0,0.0,0.0,0.0,0.0,-0.0001481085055274889
1692790969.3892682,-3.595433954901861e-13,2.7079952169550836e-10,0.0,0.0,0.0,0.00010257959365844727,1.0,0.0,0.0,0.0,0.0,0.0,0.00017700773605611175
